transaction_id,customer_id,transaction_timestamp,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,card_number,store_id,store_city,order_status,ingestion_timestamp,pipeline_run_id
TXN000716,CUST0074,2025-04-19 01:17:12,P033,SQL Guide,Books,4,724,2896,UPI,,STR008,Ahmedabad,Cancelled,2026-07-02 17:20:57,75971a34
TXN000717,CUST0074,2026-04-15 15:52:33,P023,Yoga Mat,Sports,4,1479,5916,Credit Card,6538684863475801.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000718,CUST0075,2026-05-01 03:47:10,P016,Mixer Grinder,Home & Kitchen,5,2142,10710,Net Banking,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000719,CUST0075,2024-08-19 06:09:55,P034,Data Science Handbook,Books,4,1743,6972,Debit Card,3532339397063564.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000720,CUST0075,2025-03-11 12:54:38,P027,Shampoo,Beauty,4,897,3588,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000721,CUST0075,2024-10-11 09:21:54,P017,Cookware Set,Home & Kitchen,3,6256,18768,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000722,CUST0075,2026-04-23 01:09:54,P014,Sugar,Grocery,4,148,592,Net Banking,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34
TXN000723,CUST0075,2025-03-06 01:36:50,P039,Teddy Bear,Toys,4,989,3956,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000724,CUST0075,2025-07-25 23:19:14,P005,Headphones,Electronics,5,2959,14795,Debit Card,180088455363801.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000725,CUST0075,2025-12-27 18:49:34,P025,Running Shoes,Sports,4,10553,42212,Credit Card,375272329739728.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000726,CUST0075,2025-02-14 14:26:40,P018,Water Bottle,Home & Kitchen,1,761,761,Credit Card,4012283373216.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000727,CUST0076,2025-03-21 01:43:33,P013,Cooking Oil,Grocery,5,534,2670,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000728,CUST0076,2025-04-21 00:21:47,P037,Building Blocks,Toys,3,2455,7365,Credit Card,4357387811714288.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000729,CUST0076,2025-05-11 06:18:23,P010,Sneakers,Clothing,2,5511,11022,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000730,CUST0076,2026-04-21 06:46:59,P006,T-Shirt,Clothing,5,805,4025,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000731,CUST0076,2026-06-13 03:19:28,P006,T-Shirt,Clothing,5,829,4145,Net Banking,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000732,CUST0076,2024-07-30 19:29:17,P038,Toy Car,Toys,3,1343,4029,Credit Card,180086123951353.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000733,CUST0076,2026-02-14 13:07:50,P001,Laptop,Electronics,2,68340,136680,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000734,CUST0076,2025-09-22 07:20:37,P018,Water Bottle,Home & Kitchen,1,220,220,Credit Card,345650610779601.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000735,CUST0076,2025-04-18 23:03:56,P025,Running Shoes,Sports,5,6572,32860,Credit Card,4816795895276385.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000736,CUST0076,2024-11-14 03:25:58,P020,Dining Set,Home & Kitchen,5,8127,40635,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000737,CUST0076,2026-03-09 00:30:34,P015,Tea,Grocery,2,93,186,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000738,CUST0076,2026-04-29 15:13:01,P037,Building Blocks,Toys,1,2919,2919,Debit Card,4763920007969.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000739,CUST0076,2025-12-08 00:48:19,P040,Board Game,Toys,2,1836,3672,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000740,CUST0076,2025-09-18 00:49:14,P021,Cricket Bat,Sports,4,3009,12036,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000741,CUST0077,2025-08-23 14:16:39,P005,Headphones,Electronics,5,5496,27480,Net Banking,,STR008,Ahmedabad,Returned,2026-07-02 17:20:57,75971a34
TXN000742,CUST0077,2024-09-01 12:09:44,P003,Tablet,Electronics,5,55342,276710,Credit Card,6574065069245526.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000743,CUST0077,2025-04-17 08:47:12,P003,Tablet,Electronics,4,52047,208188,Debit Card,4301959762582.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000744,CUST0077,2024-12-16 05:10:42,P013,Cooking Oil,Grocery,2,216,432,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000745,CUST0077,2025-02-22 16:46:16,P014,Sugar,Grocery,3,61,183,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000746,CUST0077,2025-03-03 11:31:50,P006,T-Shirt,Clothing,2,530,1060,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000747,CUST0077,2025-03-18 02:59:06,P038,Toy Car,Toys,5,1530,7650,Credit Card,6542632679902264.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000748,CUST0077,2026-05-23 12:46:10,P003,Tablet,Electronics,5,57087,285435,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000749,CUST0077,2025-04-28 08:00:12,P010,Sneakers,Clothing,4,2081,8324,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000750,CUST0077,2024-08-02 04:26:29,P007,Jeans,Clothing,4,1166,4664,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000751,CUST0077,2025-12-08 00:47:30,P002,Smartphone,Electronics,3,72195,216585,Credit Card,2269325790874310.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000752,CUST0077,2025-02-21 18:44:46,P027,Shampoo,Beauty,5,447,2235,Credit Card,6542544507597010.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000753,CUST0077,2025-05-27 05:40:33,P038,Toy Car,Toys,5,1047,5235,Credit Card,6500991213493507.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000754,CUST0077,2026-02-06 15:31:37,P020,Dining Set,Home & Kitchen,1,10126,10126,Debit Card,4661836347067.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000755,CUST0077,2025-01-12 15:45:17,P029,Sunscreen,Beauty,1,1660,1660,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000756,CUST0077,2024-12-06 00:33:25,P039,Teddy Bear,Toys,2,2019,4038,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000757,CUST0077,2024-12-03 05:16:50,P010,Sneakers,Clothing,1,7125,7125,Cash,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000758,CUST0078,2026-02-13 08:29:36,P015,Tea,Grocery,5,80,400,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000759,CUST0079,2025-12-13 23:19:16,P016,Mixer Grinder,Home & Kitchen,3,5588,16764,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000760,CUST0079,2024-09-12 18:51:00,P016,Mixer Grinder,Home & Kitchen,2,7485,14970,Credit Card,3535681364359344.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000761,CUST0079,2026-06-03 11:29:25,P009,Hoodie,Clothing,4,3397,13588,Cash,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000762,CUST0079,2025-02-19 09:23:57,P023,Yoga Mat,Sports,3,2678,8034,Credit Card,373149677590352.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000763,CUST0079,2026-01-07 06:37:54,P006,T-Shirt,Clothing,1,631,631,Cash,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000764,CUST0079,2024-11-27 05:43:15,P019,Vacuum Cleaner,Home & Kitchen,3,12375,37125,UPI,,STR007,Pune,Returned,2026-07-02 17:20:57,75971a34
TXN000765,CUST0079,2025-03-23 17:21:13,P024,Dumbbells,Sports,4,7215,28860,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000766,CUST0079,2026-03-17 13:51:06,P007,Jeans,Clothing,2,1355,2710,Net Banking,,STR008,Ahmedabad,Cancelled,2026-07-02 17:20:57,75971a34
TXN000767,CUST0079,2025-04-05 04:07:11,P019,Vacuum Cleaner,Home & Kitchen,1,7600,7600,Credit Card,4902101874618488.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000768,CUST0079,2024-12-15 09:50:30,P029,Sunscreen,Beauty,1,630,630,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000769,CUST0079,2026-05-03 16:52:24,P040,Board Game,Toys,1,2744,2744,Debit Card,346367995967904.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000770,CUST0079,2025-04-18 02:59:40,P007,Jeans,Clothing,1,2617,2617,Net Banking,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000771,CUST0080,2025-09-14 16:28:11,P034,Data Science Handbook,Books,5,1504,7520,Credit Card,4520746547699943.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000772,CUST0080,2025-10-25 03:26:32,P036,Puzzle,Toys,4,1306,5224,Credit Card,213187549697132.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000773,CUST0080,2026-07-01 00:40:45,P032,Python Programming,Books,5,1002,5010,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000774,CUST0081,2024-08-09 02:20:44,P030,Lipstick,Beauty,4,1366,5464,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000775,CUST0081,2025-09-15 15:22:05,P021,Cricket Bat,Sports,4,4295,17180,Credit Card,4.0225247241295273e+18,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000776,CUST0081,2025-04-18 17:30:36,P017,Cookware Set,Home & Kitchen,3,10848,32544,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000777,CUST0081,2025-10-19 00:40:13,P009,Hoodie,Clothing,3,3289,9867,Credit Card,4037578242143422.0,STR007,Pune,Cancelled,2026-07-02 17:20:57,75971a34
TXN000778,CUST0081,2025-08-06 06:27:04,P023,Yoga Mat,Sports,3,2039,6117,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000779,CUST0081,2024-11-27 14:17:45,P039,Teddy Bear,Toys,4,1129,4516,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000780,CUST0082,2024-09-20 07:18:55,P023,Yoga Mat,Sports,4,615,2460,Debit Card,3508577578263269.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000781,CUST0082,2024-08-16 07:41:14,P026,Face Wash,Beauty,4,283,1132,Debit Card,343126927007830.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000782,CUST0082,2025-01-27 18:34:40,P038,Toy Car,Toys,4,1919,7676,Debit Card,378034579553770.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000783,CUST0082,2024-12-12 10:20:34,P032,Python Programming,Books,3,1003,3009,Credit Card,6528441388123081.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000784,CUST0082,2026-04-17 08:55:08,P039,Teddy Bear,Toys,3,2125,6375,Credit Card,4.1175353726489047e+18,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000785,CUST0082,2025-07-15 14:03:06,P018,Water Bottle,Home & Kitchen,5,330,1650,Credit Card,2367103254623924.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000786,CUST0082,2026-02-16 18:12:40,P032,Python Programming,Books,4,899,3596,Debit Card,4992320339630398.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000787,CUST0082,2025-04-14 07:00:51,P040,Board Game,Toys,4,822,3288,UPI,,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34
TXN000788,CUST0082,2026-06-21 02:27:12,P016,Mixer Grinder,Home & Kitchen,5,5970,29850,Debit Card,4937772115803.0,STR005,Chennai,Returned,2026-07-02 17:20:57,75971a34
TXN000789,CUST0082,2026-05-14 14:36:14,P016,Mixer Grinder,Home & Kitchen,2,7958,15916,Credit Card,4.6035140359047634e+18,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000790,CUST0083,2025-03-13 05:30:07,P011,Rice,Grocery,1,297,297,UPI,,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34
TXN000791,CUST0084,2024-11-09 20:16:50,P029,Sunscreen,Beauty,3,391,1173,Credit Card,4832227755644742.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000792,CUST0084,2026-02-08 13:26:58,P039,Teddy Bear,Toys,5,561,2805,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000793,CUST0084,2025-08-22 03:45:03,P029,Sunscreen,Beauty,2,1865,3730,Credit Card,6011707871066365.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000794,CUST0085,2024-08-15 03:55:31,P039,Teddy Bear,Toys,4,2603,10412,Credit Card,4436350731318700.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000795,CUST0085,2026-05-03 12:42:01,P016,Mixer Grinder,Home & Kitchen,4,3911,15644,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000796,CUST0085,2025-04-12 12:38:43,P026,Face Wash,Beauty,3,629,1887,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000797,CUST0085,2025-08-20 00:17:47,P029,Sunscreen,Beauty,1,405,405,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000798,CUST0085,2024-08-08 21:40:43,P029,Sunscreen,Beauty,3,516,1548,Credit Card,6011488026890302.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000799,CUST0085,2026-03-24 16:53:25,P040,Board Game,Toys,2,1787,3574,Debit Card,675970109707.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000800,CUST0085,2024-07-30 05:16:24,P024,Dumbbells,Sports,5,8069,40345,Credit Card,180073473875424.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000801,CUST0085,2026-03-09 21:25:30,P007,Jeans,Clothing,2,2473,4946,Debit Card,30046579707412.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000802,CUST0085,2024-12-11 17:27:15,P022,Football,Sports,2,968,1936,Credit Card,4012481247147390.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000803,CUST0085,2024-08-28 04:33:31,P020,Dining Set,Home & Kitchen,1,18569,18569,Net Banking,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000804,CUST0085,2025-02-16 11:56:41,P014,Sugar,Grocery,1,276,276,Credit Card,3529235827459759.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000805,CUST0085,2025-08-24 23:23:13,P040,Board Game,Toys,2,1100,2200,Credit Card,4611900544050630.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000806,CUST0085,2026-01-29 18:16:01,P015,Tea,Grocery,3,132,396,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000807,CUST0085,2025-04-08 04:12:08,P012,Wheat Flour,Grocery,4,148,592,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000808,CUST0085,2024-08-31 12:38:10,P009,Hoodie,Clothing,3,3627,10881,UPI,,STR002,Mumbai,Returned,2026-07-02 17:20:57,75971a34
TXN000809,CUST0085,2026-05-30 08:07:45,P005,Headphones,Electronics,4,11161,44644,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000810,CUST0085,2024-07-14 00:42:58,P032,Python Programming,Books,1,1082,1082,Debit Card,3568157103974412.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000811,CUST0085,2025-07-22 01:41:20,P011,Rice,Grocery,3,423,1269,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000812,CUST0085,2024-08-22 08:22:19,P030,Lipstick,Beauty,5,1669,8345,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000813,CUST0085,2026-07-02 04:47:23,P002,Smartphone,Electronics,2,23395,46790,Cash,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000814,CUST0085,2025-07-11 05:42:56,P025,Running Shoes,Sports,4,10582,42328,Debit Card,3582705426467498.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000815,CUST0085,2025-12-17 08:52:59,P001,Laptop,Electronics,5,49008,245040,Debit Card,4677128006006970.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000816,CUST0085,2025-04-25 10:02:38,P009,Hoodie,Clothing,3,1471,4413,Credit Card,375435076435580.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000817,CUST0085,2025-01-13 01:47:49,P037,Building Blocks,Toys,5,2300,11500,Debit Card,4605633471927.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000818,CUST0085,2026-06-11 08:18:06,P020,Dining Set,Home & Kitchen,2,10022,20044,Credit Card,4.322496439460926e+18,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000819,CUST0085,2024-09-16 22:42:20,P030,Lipstick,Beauty,3,1336,4008,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000820,CUST0085,2025-02-22 09:16:23,P026,Face Wash,Beauty,1,496,496,Credit Card,3580248502763789.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000821,CUST0085,2025-10-03 17:05:54,P038,Toy Car,Toys,2,759,1518,Debit Card,373389695801890.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000822,CUST0085,2025-12-20 09:12:20,P019,Vacuum Cleaner,Home & Kitchen,1,14762,14762,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000823,CUST0086,2026-02-10 13:29:41,P021,Cricket Bat,Sports,3,2836,8508,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000824,CUST0086,2025-03-15 09:15:07,P031,Novel,Books,5,870,4350,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000825,CUST0087,2026-02-13 05:17:13,P009,Hoodie,Clothing,3,3939,11817,Credit Card,3531947469645992.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000826,CUST0087,2026-05-15 19:13:38,P027,Shampoo,Beauty,1,711,711,Debit Card,4513215123926.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000827,CUST0087,2026-05-06 00:19:03,P023,Yoga Mat,Sports,3,715,2145,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000828,CUST0087,2025-02-16 16:23:16,P016,Mixer Grinder,Home & Kitchen,2,4459,8918,Debit Card,213134165849555.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000829,CUST0087,2025-07-04 06:34:50,P020,Dining Set,Home & Kitchen,5,19705,98525,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000830,CUST0088,2026-05-06 15:15:35,P035,Biography,Books,4,548,2192,UPI,,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34
TXN000831,CUST0088,2025-07-06 15:40:43,P011,Rice,Grocery,3,224,672,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000832,CUST0088,2024-12-09 20:51:26,P003,Tablet,Electronics,1,29763,29763,Debit Card,3530318654337343.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000833,CUST0088,2025-02-27 16:46:40,P005,Headphones,Electronics,1,2633,2633,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000834,CUST0088,2025-04-19 02:22:48,P031,Novel,Books,5,723,3615,Credit Card,575542294583.0,STR007,Pune,Cancelled,2026-07-02 17:20:57,75971a34
TXN000835,CUST0088,2024-12-24 15:22:01,P018,Water Bottle,Home & Kitchen,3,297,891,Credit Card,30593040535799.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000836,CUST0089,2026-02-15 05:38:15,P022,Football,Sports,5,1936,9680,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000837,CUST0089,2025-02-27 09:44:03,P026,Face Wash,Beauty,5,337,1685,Net Banking,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000838,CUST0089,2026-06-13 07:23:03,P032,Python Programming,Books,4,985,3940,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000839,CUST0089,2026-02-07 07:35:47,P039,Teddy Bear,Toys,2,2179,4358,UPI,,STR002,Mumbai,Returned,2026-07-02 17:20:57,75971a34
TXN000840,CUST0089,2025-04-24 12:58:05,P030,Lipstick,Beauty,2,1155,2310,Debit Card,675964085491.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000841,CUST0089,2026-01-25 01:30:36,P007,Jeans,Clothing,5,1147,5735,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000842,CUST0089,2024-10-24 11:39:10,P009,Hoodie,Clothing,3,2336,7008,Credit Card,2246017566085050.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000843,CUST0090,2025-07-31 03:43:09,P005,Headphones,Electronics,2,13463,26926,Credit Card,4457198395368162.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000844,CUST0090,2026-04-09 03:22:34,P031,Novel,Books,5,880,4400,Credit Card,3514964083262188.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000845,CUST0090,2025-02-09 09:25:57,P008,Jacket,Clothing,2,3185,6370,Debit Card,30368275754583.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000846,CUST0090,2025-04-14 14:46:20,P029,Sunscreen,Beauty,3,1709,5127,Debit Card,676384957392.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000847,CUST0090,2026-01-06 02:57:10,P037,Building Blocks,Toys,2,1102,2204,Credit Card,2720975323363810.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000848,CUST0090,2026-03-18 08:58:20,P004,Smartwatch,Electronics,3,12077,36231,Credit Card,3572837023578419.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000849,CUST0090,2025-04-02 14:57:05,P034,Data Science Handbook,Books,5,1326,6630,Debit Card,3570465798779483.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000850,CUST0090,2024-09-05 11:04:47,P011,Rice,Grocery,5,152,760,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000851,CUST0090,2025-08-30 20:27:34,P032,Python Programming,Books,1,1356,1356,Credit Card,4.88049596175157e+18,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000852,CUST0090,2024-12-25 22:24:55,P020,Dining Set,Home & Kitchen,1,8116,8116,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000853,CUST0091,2024-11-29 08:01:25,P024,Dumbbells,Sports,3,1792,5376,Debit Card,4559526843450967.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000854,CUST0091,2026-04-07 06:55:33,P035,Biography,Books,5,738,3690,Debit Card,6011687212579914.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000855,CUST0091,2024-08-14 10:41:40,P007,Jeans,Clothing,5,2753,13765,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000856,CUST0091,2024-08-13 06:03:49,P036,Puzzle,Toys,5,787,3935,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000857,CUST0091,2025-09-28 18:34:49,P017,Cookware Set,Home & Kitchen,2,11592,23184,Credit Card,180067009278327.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000858,CUST0091,2024-12-13 00:57:30,P018,Water Bottle,Home & Kitchen,3,421,1263,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000859,CUST0091,2025-05-14 00:54:43,P021,Cricket Bat,Sports,3,5819,17457,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000860,CUST0091,2025-05-13 20:31:03,P012,Wheat Flour,Grocery,1,147,147,Credit Card,344221811144168.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000861,CUST0091,2024-09-19 12:20:03,P015,Tea,Grocery,5,575,2875,Credit Card,4421285830378139.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000862,CUST0091,2026-04-22 10:18:42,P003,Tablet,Electronics,5,42691,213455,Credit Card,4205794894776809.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000863,CUST0091,2025-01-12 01:22:33,P016,Mixer Grinder,Home & Kitchen,5,3876,19380,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000864,CUST0091,2025-10-28 02:49:21,P032,Python Programming,Books,5,866,4330,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000865,CUST0092,2025-09-04 06:50:01,P019,Vacuum Cleaner,Home & Kitchen,3,11693,35079,Credit Card,4893628051440733.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000866,CUST0092,2025-10-13 03:26:38,P032,Python Programming,Books,5,535,2675,Debit Card,4.937964751823609e+18,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000867,CUST0092,2025-10-04 21:05:22,P009,Hoodie,Clothing,4,2231,8924,Credit Card,561379183982.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000868,CUST0092,2024-08-01 00:14:01,P011,Rice,Grocery,5,216,1080,Credit Card,6011458424405003.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000869,CUST0092,2025-09-15 20:31:39,P011,Rice,Grocery,3,187,561,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000870,CUST0092,2025-01-17 23:01:19,P022,Football,Sports,2,1206,2412,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
