transaction_id,customer_id,transaction_timestamp,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,card_number,store_id,store_city,order_status,ingestion_timestamp,pipeline_run_id,amount_bucket
TXN000303,CUST0035,2024-10-12 16:28:39,P007,Jeans,Clothing,2,969,1938,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000304,CUST0035,2025-04-19 05:02:54,P032,Python Programming,Books,1,628,628,Credit Card,**********39.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000305,CUST0035,2025-08-14 11:19:14,P006,T-Shirt,Clothing,5,1015,5075,Credit Card,*************57.0,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34,High
TXN000306,CUST0035,2026-04-14 05:47:06,P036,Puzzle,Toys,3,455,1365,Credit Card,***********21.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000307,CUST0035,2026-03-02 04:13:48,P033,SQL Guide,Books,1,556,556,Debit Card,**************10.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000308,CUST0035,2026-03-05 08:05:00,P022,Football,Sports,1,1605,1605,UPI,,STR008,Ahmedabad,Cancelled,2026-07-02 17:20:57,75971a34,Medium
TXN000309,CUST0035,2025-10-06 17:59:39,P031,Novel,Books,3,647,1941,Credit Card,**************05.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000310,CUST0035,2024-10-14 13:06:35,P039,Teddy Bear,Toys,1,2922,2922,Credit Card,*************82.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000311,CUST0035,2025-04-23 12:27:02,P022,Football,Sports,2,1054,2108,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000312,CUST0035,2026-03-24 09:13:34,P021,Cricket Bat,Sports,1,1049,1049,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000313,CUST0035,2025-04-30 12:18:28,P002,Smartphone,Electronics,3,38944,116832,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN000314,CUST0035,2025-04-21 03:05:47,P010,Sneakers,Clothing,2,5733,11466,UPI,,STR007,Pune,Cancelled,2026-07-02 17:20:57,75971a34,High
TXN000315,CUST0035,2025-07-26 05:40:56,P012,Wheat Flour,Grocery,2,385,770,Debit Card,**************13.5,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000316,CUST0035,2026-03-08 05:23:02,P017,Cookware Set,Home & Kitchen,2,8668,17336,Debit Card,*****************e+18,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN000317,CUST0035,2025-01-17 08:28:24,P002,Smartphone,Electronics,1,71081,71081,UPI,,STR002,Mumbai,Returned,2026-07-02 17:20:57,75971a34,High
TXN000318,CUST0035,2025-09-16 15:23:23,P013,Cooking Oil,Grocery,4,453,1812,UPI,,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN000319,CUST0035,2025-08-06 07:39:13,P003,Tablet,Electronics,3,56071,168213,Net Banking,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN000320,CUST0035,2024-07-30 01:44:54,P035,Biography,Books,5,1151,5755,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN000321,CUST0036,2025-04-28 06:35:13,P029,Sunscreen,Beauty,3,1617,4851,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000322,CUST0036,2025-02-16 10:23:27,P006,T-Shirt,Clothing,1,638,638,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000323,CUST0036,2026-03-09 20:08:33,P006,T-Shirt,Clothing,4,703,2812,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000324,CUST0036,2025-07-20 06:57:01,P019,Vacuum Cleaner,Home & Kitchen,3,12528,37584,Debit Card,*************07.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000325,CUST0036,2025-01-10 01:46:21,P006,T-Shirt,Clothing,4,641,2564,Credit Card,***********83.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000326,CUST0036,2026-05-15 07:09:24,P001,Laptop,Electronics,4,56147,224588,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN000327,CUST0036,2025-01-07 13:02:53,P026,Face Wash,Beauty,5,513,2565,Credit Card,**********97.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000328,CUST0036,2025-11-13 22:18:15,P030,Lipstick,Beauty,5,233,1165,Credit Card,**************81.5,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000329,CUST0037,2025-06-20 05:24:21,P021,Cricket Bat,Sports,5,4264,21320,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000330,CUST0037,2026-03-03 22:44:34,P020,Dining Set,Home & Kitchen,5,15702,78510,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN000331,CUST0037,2025-11-16 21:16:53,P004,Smartwatch,Electronics,3,8204,24612,UPI,,STR005,Chennai,Returned,2026-07-02 17:20:57,75971a34,High
TXN000332,CUST0037,2024-09-29 21:36:11,P026,Face Wash,Beauty,5,472,2360,Net Banking,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000333,CUST0037,2026-06-12 11:16:05,P027,Shampoo,Beauty,1,1027,1027,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000334,CUST0037,2026-05-27 10:54:08,P026,Face Wash,Beauty,4,281,1124,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000335,CUST0037,2025-03-01 15:26:24,P036,Puzzle,Toys,2,1416,2832,Credit Card,*************27.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000336,CUST0037,2025-03-17 06:52:19,P024,Dumbbells,Sports,3,6506,19518,Credit Card,**************23.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000337,CUST0038,2026-06-23 21:32:39,P034,Data Science Handbook,Books,5,1316,6580,Credit Card,**********64.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN000338,CUST0038,2025-07-11 09:31:35,P026,Face Wash,Beauty,2,284,568,Credit Card,**************52.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000339,CUST0038,2025-10-27 01:03:32,P016,Mixer Grinder,Home & Kitchen,5,4919,24595,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN000340,CUST0038,2025-02-27 15:48:53,P003,Tablet,Electronics,3,44708,134124,Credit Card,*************66.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN000341,CUST0038,2025-02-08 15:08:28,P015,Tea,Grocery,1,653,653,Cash,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000342,CUST0038,2024-10-14 23:51:51,P034,Data Science Handbook,Books,5,889,4445,Debit Card,**************75.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000343,CUST0038,2024-10-22 06:08:41,P008,Jacket,Clothing,4,4719,18876,Debit Card,**************69.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN000344,CUST0038,2025-08-16 13:01:17,P035,Biography,Books,3,716,2148,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000345,CUST0038,2025-04-19 21:34:13,P016,Mixer Grinder,Home & Kitchen,5,2572,12860,Credit Card,**************81.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN000346,CUST0038,2024-10-09 16:24:38,P012,Wheat Flour,Grocery,1,322,322,Debit Card,*************81.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000347,CUST0038,2025-07-29 23:55:47,P018,Water Bottle,Home & Kitchen,5,350,1750,Debit Card,*************55.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000348,CUST0038,2024-11-10 17:10:48,P040,Board Game,Toys,2,1086,2172,Debit Card,**************82.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000349,CUST0038,2025-01-02 01:48:43,P002,Smartphone,Electronics,1,22403,22403,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000350,CUST0039,2026-02-12 07:37:34,P037,Building Blocks,Toys,4,1453,5812,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000351,CUST0039,2026-05-16 03:49:34,P015,Tea,Grocery,2,421,842,Credit Card,*****************e+18,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000352,CUST0039,2024-09-01 18:53:38,P011,Rice,Grocery,5,173,865,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000353,CUST0039,2024-08-24 08:54:25,P030,Lipstick,Beauty,5,1824,9120,Credit Card,***********25.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000354,CUST0039,2025-07-08 19:51:00,P040,Board Game,Toys,1,3250,3250,Debit Card,*****************e+18,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000355,CUST0039,2025-12-11 14:16:16,P012,Wheat Flour,Grocery,4,242,968,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000356,CUST0039,2025-04-23 12:41:05,P009,Hoodie,Clothing,1,1930,1930,Credit Card,*************06.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000357,CUST0039,2026-05-31 16:43:35,P037,Building Blocks,Toys,4,514,2056,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000358,CUST0039,2025-12-17 09:24:41,P005,Headphones,Electronics,4,2859,11436,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN000359,CUST0039,2024-08-25 07:14:59,P014,Sugar,Grocery,5,105,525,Credit Card,**************35.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000360,CUST0039,2026-04-22 05:14:36,P035,Biography,Books,4,930,3720,Net Banking,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000361,CUST0039,2025-09-17 04:06:42,P040,Board Game,Toys,3,2134,6402,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000362,CUST0039,2025-06-19 22:28:53,P023,Yoga Mat,Sports,2,1125,2250,Credit Card,**************51.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000363,CUST0039,2025-03-17 07:48:28,P027,Shampoo,Beauty,4,567,2268,Debit Card,**************15.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000364,CUST0039,2025-10-22 11:01:32,P004,Smartwatch,Electronics,1,4283,4283,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000365,CUST0040,2026-06-30 00:30:46,P007,Jeans,Clothing,2,2511,5022,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000366,CUST0040,2026-06-24 12:06:35,P009,Hoodie,Clothing,3,2947,8841,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN000367,CUST0040,2024-11-03 06:43:18,P019,Vacuum Cleaner,Home & Kitchen,5,13082,65410,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN000368,CUST0040,2025-07-22 19:13:38,P013,Cooking Oil,Grocery,3,471,1413,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000369,CUST0040,2026-03-01 02:50:02,P003,Tablet,Electronics,1,49353,49353,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000370,CUST0040,2025-11-28 21:37:42,P011,Rice,Grocery,2,280,560,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000371,CUST0040,2025-04-27 17:41:55,P033,SQL Guide,Books,1,1134,1134,Credit Card,**************56.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000372,CUST0040,2025-11-08 15:10:34,P022,Football,Sports,3,1845,5535,Net Banking,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000373,CUST0040,2025-03-09 18:22:07,P035,Biography,Books,3,1003,3009,Net Banking,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000374,CUST0040,2024-07-23 13:21:37,P013,Cooking Oil,Grocery,3,227,681,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000375,CUST0041,2024-08-20 18:06:15,P013,Cooking Oil,Grocery,5,251,1255,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000376,CUST0042,2026-01-21 14:37:12,P037,Building Blocks,Toys,3,1667,5001,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN000377,CUST0042,2025-02-17 13:51:08,P012,Wheat Flour,Grocery,4,251,1004,Credit Card,**************70.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000378,CUST0042,2026-03-20 05:01:09,P005,Headphones,Electronics,3,2344,7032,Credit Card,*************36.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000379,CUST0042,2025-03-28 17:10:58,P038,Toy Car,Toys,5,2071,10355,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN000380,CUST0042,2024-09-03 13:07:11,P035,Biography,Books,1,654,654,Credit Card,*************42.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000381,CUST0042,2025-06-28 04:05:46,P018,Water Bottle,Home & Kitchen,4,479,1916,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000382,CUST0042,2026-06-10 09:45:47,P012,Wheat Flour,Grocery,5,96,480,Net Banking,,STR007,Pune,Returned,2026-07-02 17:20:57,75971a34,Low
TXN000383,CUST0042,2026-02-18 17:06:53,P022,Football,Sports,3,2177,6531,UPI,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34,High
TXN000384,CUST0042,2026-01-01 18:02:57,P024,Dumbbells,Sports,1,6944,6944,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN000385,CUST0042,2024-07-17 07:20:37,P040,Board Game,Toys,2,2805,5610,UPI,,STR001,Delhi,Cancelled,2026-07-02 17:20:57,75971a34,High
TXN000386,CUST0042,2025-07-12 22:42:29,P009,Hoodie,Clothing,5,3362,16810,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN000387,CUST0042,2024-09-29 21:59:31,P023,Yoga Mat,Sports,3,923,2769,Credit Card,**************34.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000388,CUST0043,2024-07-18 10:00:53,P011,Rice,Grocery,2,98,196,Debit Card,**************87.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000389,CUST0043,2024-12-19 16:10:38,P014,Sugar,Grocery,4,194,776,UPI,,STR003,Bengaluru,Cancelled,2026-07-02 17:20:57,75971a34,Low
TXN000390,CUST0043,2025-03-21 18:43:36,P003,Tablet,Electronics,2,22024,44048,Credit Card,**************91.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN000391,CUST0043,2025-10-17 14:35:53,P007,Jeans,Clothing,3,2833,8499,Credit Card,*************21.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN000392,CUST0043,2025-12-04 12:02:18,P010,Sneakers,Clothing,5,4168,20840,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN000393,CUST0043,2025-02-04 17:31:55,P004,Smartwatch,Electronics,1,14510,14510,Debit Card,**************32.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000394,CUST0043,2024-12-20 05:25:50,P005,Headphones,Electronics,2,1163,2326,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000395,CUST0043,2024-10-12 17:04:11,P040,Board Game,Toys,3,796,2388,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000396,CUST0044,2024-07-16 15:32:01,P036,Puzzle,Toys,1,1295,1295,Credit Card,*****************e+18,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000397,CUST0044,2026-01-11 17:42:41,P001,Laptop,Electronics,1,83345,83345,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN000398,CUST0044,2024-08-22 00:56:05,P034,Data Science Handbook,Books,1,626,626,Net Banking,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000399,CUST0044,2026-02-23 00:01:42,P004,Smartwatch,Electronics,4,19097,76388,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000400,CUST0044,2024-08-11 01:33:47,P001,Laptop,Electronics,4,79895,319580,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000401,CUST0044,2024-12-19 08:01:27,P006,T-Shirt,Clothing,1,869,869,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000402,CUST0044,2024-07-15 04:53:39,P030,Lipstick,Beauty,4,2310,9240,Credit Card,**************21.5,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN000403,CUST0044,2026-05-30 07:40:57,P011,Rice,Grocery,5,230,1150,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000404,CUST0044,2025-10-20 11:02:39,P011,Rice,Grocery,2,225,450,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000405,CUST0044,2025-04-26 05:52:56,P012,Wheat Flour,Grocery,2,164,328,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000406,CUST0044,2024-12-20 08:57:49,P016,Mixer Grinder,Home & Kitchen,1,5184,5184,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN000407,CUST0045,2025-08-17 21:00:44,P011,Rice,Grocery,2,86,172,Credit Card,*************04.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000408,CUST0045,2025-05-30 23:48:19,P023,Yoga Mat,Sports,1,1617,1617,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000409,CUST0045,2024-07-14 13:19:59,P022,Football,Sports,3,1869,5607,UPI,,STR005,Chennai,Returned,2026-07-02 17:20:57,75971a34,High
TXN000410,CUST0045,2026-04-25 14:01:19,P007,Jeans,Clothing,4,1833,7332,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN000411,CUST0045,2024-07-08 06:48:47,P010,Sneakers,Clothing,5,4571,22855,Net Banking,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN000412,CUST0045,2025-04-11 08:37:56,P023,Yoga Mat,Sports,2,2769,5538,Cash,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN000413,CUST0045,2024-08-24 16:28:59,P013,Cooking Oil,Grocery,2,894,1788,Cash,,STR002,Mumbai,Cancelled,2026-07-02 17:20:57,75971a34,Medium
TXN000414,CUST0045,2025-12-29 01:08:20,P010,Sneakers,Clothing,2,6220,12440,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000415,CUST0046,2025-03-06 01:52:47,P039,Teddy Bear,Toys,4,530,2120,Credit Card,**************14.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000416,CUST0046,2024-11-21 18:51:51,P011,Rice,Grocery,5,123,615,Credit Card,***********16.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000417,CUST0046,2025-10-09 20:01:42,P016,Mixer Grinder,Home & Kitchen,3,3495,10485,Credit Card,**************31.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000418,CUST0046,2026-01-14 09:24:30,P015,Tea,Grocery,3,661,1983,Net Banking,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000419,CUST0046,2025-05-05 06:03:53,P015,Tea,Grocery,1,150,150,Net Banking,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000420,CUST0046,2025-05-17 03:05:30,P033,SQL Guide,Books,4,744,2976,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000421,CUST0047,2025-03-28 08:35:54,P015,Tea,Grocery,5,605,3025,Credit Card,**********19.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000422,CUST0047,2025-04-02 10:59:10,P030,Lipstick,Beauty,2,631,1262,Credit Card,*************39.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000423,CUST0047,2024-09-18 23:31:52,P026,Face Wash,Beauty,3,511,1533,Credit Card,**************35.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000424,CUST0047,2026-01-30 15:11:19,P036,Puzzle,Toys,5,1109,5545,Debit Card,**********24.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN000425,CUST0047,2025-09-19 14:33:01,P019,Vacuum Cleaner,Home & Kitchen,5,10461,52305,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000426,CUST0047,2025-09-04 16:31:08,P037,Building Blocks,Toys,3,3024,9072,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN000427,CUST0047,2025-07-06 19:26:08,P015,Tea,Grocery,4,250,1000,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000428,CUST0048,2025-10-30 12:00:51,P038,Toy Car,Toys,5,659,3295,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000429,CUST0048,2026-01-26 05:44:12,P029,Sunscreen,Beauty,3,715,2145,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000430,CUST0048,2026-05-25 17:36:54,P040,Board Game,Toys,1,3158,3158,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000431,CUST0048,2024-07-03 04:51:51,P036,Puzzle,Toys,1,1003,1003,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000432,CUST0048,2025-10-24 04:04:36,P005,Headphones,Electronics,5,8013,40065,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000433,CUST0048,2024-08-29 09:07:04,P012,Wheat Flour,Grocery,2,42,84,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000434,CUST0048,2024-08-21 16:04:06,P022,Football,Sports,4,1223,4892,Credit Card,*************65.0,STR007,Pune,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN000435,CUST0049,2025-11-09 04:22:29,P024,Dumbbells,Sports,1,1968,1968,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000436,CUST0049,2025-12-04 01:08:21,P035,Biography,Books,1,527,527,Debit Card,*************95.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000437,CUST0049,2024-11-21 02:02:13,P033,SQL Guide,Books,1,471,471,Debit Card,**********46.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000438,CUST0049,2025-10-10 15:08:38,P023,Yoga Mat,Sports,5,1482,7410,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN000439,CUST0049,2025-04-15 07:29:21,P013,Cooking Oil,Grocery,1,754,754,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000440,CUST0049,2026-01-12 19:18:00,P031,Novel,Books,1,421,421,UPI,,STR008,Ahmedabad,Returned,2026-07-02 17:20:57,75971a34,Low
TXN000441,CUST0049,2025-10-16 15:09:21,P024,Dumbbells,Sports,3,4258,12774,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN000442,CUST0049,2025-10-10 09:46:22,P033,SQL Guide,Books,2,771,1542,Credit Card,************33.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000443,CUST0050,2025-04-25 16:09:02,P017,Cookware Set,Home & Kitchen,4,2331,9324,UPI,,STR002,Mumbai,Returned,2026-07-02 17:20:57,75971a34,High
TXN000444,CUST0050,2026-05-08 23:56:43,P008,Jacket,Clothing,1,5594,5594,Credit Card,**************85.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN000445,CUST0050,2025-01-11 11:44:43,P009,Hoodie,Clothing,1,1039,1039,Credit Card,*************78.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000446,CUST0050,2026-06-21 19:37:01,P011,Rice,Grocery,4,495,1980,Credit Card,**************53.5,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000447,CUST0050,2024-09-15 23:53:28,P015,Tea,Grocery,2,153,306,Debit Card,************74.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000448,CUST0050,2024-12-27 08:52:54,P003,Tablet,Electronics,3,56111,168333,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN000449,CUST0050,2026-05-07 12:32:51,P036,Puzzle,Toys,5,423,2115,Credit Card,************82.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000450,CUST0050,2026-05-01 11:49:25,P033,SQL Guide,Books,3,827,2481,Credit Card,**************40.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000451,CUST0050,2026-02-27 08:43:09,P022,Football,Sports,2,1869,3738,Net Banking,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000452,CUST0051,2025-07-11 22:15:17,P015,Tea,Grocery,2,431,862,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN000453,CUST0051,2026-04-27 07:28:10,P026,Face Wash,Beauty,3,728,2184,Debit Card,******************e+18,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000454,CUST0051,2024-11-17 08:08:16,P028,Perfume,Beauty,1,5953,5953,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000455,CUST0051,2025-04-11 22:45:15,P036,Puzzle,Toys,2,1326,2652,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN000456,CUST0051,2025-06-03 23:47:35,P019,Vacuum Cleaner,Home & Kitchen,3,6925,20775,Credit Card,**************05.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN000457,CUST0051,2026-04-05 05:57:51,P027,Shampoo,Beauty,3,914,2742,Debit Card,**************33.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
